Brand Name,Generic Name,Number of Manufacturers,Year,Total Spending,Total Dosage Units,Total Claims,"Total 
Beneficiaries",Average Spending Per Dosage Unit (Weighted),"Average 
Spending Per Claim","Average 
Spending Per Beneficiary","Outlier 
Flag",Change in Average Spending Per Dosage Unit (2021-2022),Annual Growth Rate in Average Spending Per Dosage Unit (2018-2022)
Latuda,Lurasidone HCl,1,2022,1448475890,27301604,872245,106302,53.17,1660.63,13626.05,0,,
Layolis Fe,Noreth-Ethinyl Estradiol/Iron,1,2022,36637.61,12488,196,46,2.93,186.93,796.47,0,,
Ledipasvir-Sofosbuvir,Ledipasvir/Sofosbuvir,1,2022,11517285.35,25725,884,404,447.71,13028.6,28508.13,0,,
Leflunomide,Leflunomide,9,2022,51298786.19,29429252,504709,126304,1.76,101.64,406.15,0,,
Lemtrada,Alemtuzumab,1,2022,1561156.35,865,15,15,1805.15,104077.09,104077.09,1,,
Lenalidomide,Lenalidomide,6,2022,448432398.8,652521,32312,9848,686.88,13878.2,45535.38,0,,
Lenvima,Lenvatinib Mesylate,1,2022,625976421.4,1632214,28321,7066,446.65,22102.91,88589.93,0,,
Leqvio,Inclisiran Sodium,1,2022,3796980.99,1662,1102,721,2284.45,3445.54,5266.27,0,,
Lescol XL,Fluvastatin Sodium,1,2022,865926.34,79878,1236,269,10.84,700.59,3219.06,0,,
Lessina,Levonorgestrel/Ethin.Estradiol,1,2022,70681.03,142327,2688,671,0.5,26.3,105.34,0,,
Letairis,Ambrisentan,1,2022,100977935.5,258794,7924,943,390.18,12743.3,107081.59,0,,
Letrozole,Letrozole,6,2022,22556627.16,50806502,771460,189074,0.44,29.24,119.3,0,,
Leucovorin Calcium*,Leucovorin Calcium,12,2022,5435511.41,2068061,94518,24764,2.94,57.51,219.49,0,,
Leukeran,Chlorambucil,2,2022,5022744.18,71229,2135,443,68.08,2352.57,11338.02,0,,
Leukine,Sargramostim,1,2022,3645062.51,11531,548,121,316.11,6651.57,30124.48,0,,
Leuprolide Acetate,Leuprolide Acetate,2,2022,72691.1,138,58,37,525.31,1253.29,1964.62,1,,
Levalbuterol Concentrate,Levalbuterol HCl,2,2022,37541.12,8153,242,114,4.6,155.13,329.31,0,,
Levalbuterol HCl,Levalbuterol HCl,8,2022,988789.73,1367814,12559,3674,0.73,78.73,269.13,0,,
Levalbuterol Tartrate HFA,Levalbuterol Tartrate,1,2022,14813941.38,3934671,201092,76620,3.76,73.67,193.34,0,,
Levemir,Insulin Detemir,1,2022,319727025.4,9872368,484393,98353,32.39,660.06,3250.81,0,,
Levemir Flextouch,Insulin Detemir,1,2022,1408211049,43609962,1896297,402627,32.29,742.61,3497.56,0,,
Levetiracetam ER,Levetiracetam,9,2022,16501383.21,19675898,139716,30142,0.85,118.11,547.45,0,,
Levetiracetam*,Levetiracetam,41,2022,174364406.7,608429704,4319918,740432,0.35,40.36,235.49,0,,
Levetiracetam-NaCl,Levetiracetam In NaCl (Iso-Os),5,2022,61149.36,259952,270,59,0.25,226.48,1036.43,0,,
Levo-T,Levothyroxine Sodium,1,2022,234321.81,666409,14375,4764,0.35,16.3,49.19,0,,
Levobunolol HCl,Levobunolol HCl,1,2022,1601929.08,508825,52710,14198,3.15,30.39,112.83,0,,
Levocarnitine,Levocarnitine,2,2022,3706617.19,4298886,34037,5479,0.86,108.9,676.51,0,,
Levocarnitine,Levocarnitine (With Sugar),4,2022,2044922.47,7417675,15556,2006,0.28,131.46,1019.4,0,,
Levocarnitine SF,Levocarnitine,1,2022,87646.4,331348,624,126,0.26,140.46,695.61,0,,
Levocetirizine Dihydrochloride,Levocetirizine Dihydrochloride,15,2022,37332214.78,110935361,1939939,586484,0.34,19.24,63.65,0,,
Levofloxacin*,Levofloxacin,15,2022,20976992.2,21065014,2370498,1768335,1.01,8.85,11.86,0,,
Levofloxacin-D5W,Levofloxacin In Dextrose 5 %,6,2022,236589.04,3750307,6326,3335,0.07,37.4,70.94,0,,
Levoleucovorin Calcium,Levoleucovorin Calcium,4,2022,95287.11,8614,145,25,12.38,657.15,3811.48,1,,
Levonest,Levonorgestrel/Ethin.Estradiol,1,2022,15522.94,25144,621,106,0.62,25,146.44,0,,
Levonorg-Eth Estrad Eth Estrad,L-Norgest/E.Estradiol-E.Estrad,1,2022,183167.68,216124,2380,911,0.85,76.96,201.06,0,,
Levonorgestrel-Eth Estradiol,Levonorgestrel/Ethin.Estradiol,3,2022,777262.13,1112370,14437,4244,0.68,53.84,183.14,0,,
Levora-28,Levonorgestrel/Ethin.Estradiol,1,2022,11703.63,25648,476,125,0.46,24.59,93.63,0,,
Levorphanol Tartrate,Levorphanol Tartrate,5,2022,19536543.91,530966,4570,530,36.86,4274.95,36861.4,0,,
Levothyroxine,Levothyroxine Sodium,1,2022,8431621.53,2235835,45850,19290,3.77,183.9,437.1,0,,
Levothyroxine Sodium*,Levothyroxine Sodium,16,2022,671129817.4,2603950515,39052026,8336577,0.27,17.19,80.5,0,,
Levoxyl,Levothyroxine Sodium,1,2022,5405523.98,11419442,158847,40562,0.47,34.03,133.27,0,,
Levsin*,Hyoscyamine Sulfate,1,2022,66711.66,25187,275,151,2.87,242.59,441.8,0,,
Levsin-Sl,Hyoscyamine Sulfate,1,2022,58058.97,22882,292,195,2.54,198.83,297.74,0,,
Levulan,Aminolevulinic Acid HCl,1,2022,196104.66,502,406,344,391.04,483.02,570.07,0,,
Lexapro,Escitalopram Oxalate,1,2022,19479267.24,1426240,24088,4754,13.66,808.67,4097.45,0,,
Lexette,Halobetasol Propionate,1,2022,329078.2,17701,329,161,18.59,1000.24,2043.96,0,,
Lexiva,Fosamprenavir Calcium,1,2022,440765.34,22102,237,37,19.94,1859.77,11912.58,0,,
Lialda,Mesalamine,1,2022,16810573.95,4607469,20999,6012,3.65,800.54,2796.17,0,,
Librax,Chlordiazepoxide/Clidinium Br,1,2022,3680665.9,174922,1246,392,21.04,2953.99,9389.45,0,,
Libtayo,Cemiplimab-Rwlc,1,2022,2697847.19,1890,270,54,1427.43,9992.03,49960.13,0,,
Licart,Diclofenac Epolamine,1,2022,6975409.77,264199,7693,2175,26.4,906.72,3207.08,0,,
Lidocaine,Lidocaine,22,2022,166928674.2,62296204,1232063,418906,2.92,135.49,398.49,0,,
Lidocaine HCl Viscous,Lidocaine HCl,7,2022,6346839.13,80562508,405764,274004,0.08,15.64,23.16,0,,
Lidocaine HCl*,Lidocaine HCl,16,2022,5977255.83,5115802,122579,80115,1.11,48.76,74.61,0,,
Lidocaine HCl*,Lidocaine HCl/PF,6,2022,345384.79,496823,29350,21900,0.72,11.77,15.77,0,,
Lidocaine HCl-Epinephrine,Lidocaine HCl/Epinephrine,1,2022,648.8,3169,76,71,0.24,8.54,9.14,0,,
Lidocaine HCl-Epinephrine,Lidocaine HCl/Epinephrine/PF,1,2022,192.25,296,11,11,6.26,17.48,17.48,0,,
Lidocaine-Hydrocortisone*,Lidocaine/Hydrocortisone Ac,1,2022,1041.65,927,31,14,1.1,33.6,74.4,1,,
Lidocaine-Prilocaine,Lidocaine/Prilocaine,9,2022,9769484.87,16624466,316044,171890,0.6,30.91,56.84,0,,
Lidoderm,Lidocaine,1,2022,12289963.67,542810,8921,2763,22.64,1377.64,4448.05,1,,
Liletta,Levonorgestrel,1,2022,23822.86,27,27,26,882.33,882.33,916.26,1,,
Lillow,Levonorgestrel/Ethin.Estradiol,1,2022,10067.16,22824,464,121,0.44,21.7,83.2,0,,
Lincomycin HCl,Lincomycin HCl,1,2022,1263.97,120,17,12,10.53,74.35,105.33,1,,
Lindane,Lindane,1,2022,43992.29,24090,347,264,1.83,126.78,166.64,0,,
Linezolid,Linezolid,7,2022,26514552.84,2083981,88737,68377,13.78,298.8,387.77,1,,
Linezolid-0.9% NaCl,Linezolid In 0.9% Sodium Chlor,1,2022,97583.18,470140,202,82,0.21,483.09,1190.04,0,,
Linezolid-D5W,Linezolid In Dextrose 5%,7,2022,1225976.57,7196594,2661,983,0.17,460.72,1247.18,0,,
Linzess,Linaclotide,1,2022,1581669987,92251739,2113198,510755,17.15,748.47,3096.73,0,,
Lioresal Intrathecal,Baclofen,1,2022,475571.76,10660,367,135,44.45,1295.84,3522.75,1,,
Liothyronine Sodium*,Liothyronine Sodium,8,2022,36401467.71,59551041,623544,159312,0.62,58.38,228.49,0,,
Lipitor,Atorvastatin Calcium,1,2022,34489245.59,2388752,32817,9020,14.41,1050.96,3823.64,0,,
Lipofen,Fenofibrate,2,2022,245691.48,30407,554,153,7.65,443.49,1605.83,0,,
Lisinopril,Lisinopril,16,2022,269200059.1,2797446067,35872899,8688669,0.1,7.5,30.98,0,,
Lisinopril-Hydrochlorothiazide,Lisinopril/Hydrochlorothiazide,9,2022,53672324.82,526934866,5928711,1572503,0.1,9.05,34.13,0,,
Lite Touch,"Pen Needle, Diabetic",1,2022,78096.51,372479,2875,1024,0.21,27.16,76.27,0,,
Lite Touch,"Syring-Needl,Disp,Insul,0.3 Ml",1,2022,1777.08,9600,72,27,0.19,24.68,65.82,0,,
Lite Touch,"Syringe And Needle,Insulin,1ml",1,2022,5936.71,31685,334,85,0.19,17.77,69.84,0,,
Lite Touch,"Syringe-Needle,Insulin,0.5 Ml",1,2022,3905.35,22150,217,76,0.18,18,51.39,0,,
Litetouch Insulin Syringe,"Syring-Needl,Disp,Insul,0.3 Ml",1,2022,541.97,3110,25,14,0.18,21.68,38.71,1,,
Lithium Carbonate,Lithium Carbonate,6,2022,7074280.86,58510822,750867,106569,0.13,9.42,66.38,0,,
Lithium Carbonate ER,Lithium Carbonate,7,2022,7327998.35,31158601,413197,62027,0.24,17.73,118.14,0,,
Lithobid,Lithium Carbonate,1,2022,1505205.89,115514,1179,195,13.03,1276.68,7719,0,,
Lithostat,Acetohydroxamic Acid,1,2022,701601.76,52144,627,171,13.46,1118.98,4102.93,0,,
Livalo,Pitavastatin Calcium,1,2022,206857254.1,19056253,314985,75677,10.85,656.72,2733.42,0,,
Livtencity,Maribavir,1,2022,20226514.15,88710,791,244,228.01,25570.81,82895.55,0,,
Lo Loestrin Fe,Norethindrone-E.Estradiol-Iron,1,2022,1108218.57,182850,3364,941,6.06,329.43,1177.7,0,,
Lo-Zumandimine,Ethinyl Estradiol/Drospirenone,1,2022,15390.23,16800,355,128,0.92,43.35,120.24,0,,
Locoid Lipocream,Hydrocortisone Butyrate/Emoll,1,2022,1756.26,1260,28,13,1.39,62.72,135.1,1,,
Loestrin,Norethindrone Ac-Eth Estradiol,1,2022,6905.19,2772,62,24,2.44,111.37,287.72,1,,
Loestrin Fe,Norethindrone-E.Estradiol-Iron,1,2022,16075.9,6412,119,47,2.52,135.09,342.04,0,,
Lofena,Diclofenac Potassium,1,2022,6394727.91,207245,2017,843,30.86,3170.42,7585.68,0,,
Lojaimiess,L-Norgest/E.Estradiol-E.Estrad,1,2022,19793.31,27573,303,116,0.72,65.32,170.63,0,,
Lokelma,Sodium Zirconium Cyclosilicate,1,2022,160327812.3,6289180,220954,77813,25.49,725.62,2060.42,0,,
Lomotil,Diphenoxylate HCl/Atropine,1,2022,245867.78,85033,655,220,2.89,375.37,1117.58,0,,
Lonhala Magnair Refill,Glycopyrrolate/Neb.Accessories,1,2022,8875719.15,400532,6382,1187,22.16,1390.74,7477.44,0,,
Lonhala Magnair Starter,Glycopyrrol/Nebulizer/Accessor,1,2022,1089715.93,50490,781,423,21.58,1395.28,2576.16,0,,
Lonsurf,Trifluridine/Tipiracil HCl,1,2022,142418647.4,584587,11388,2710,243.83,12506.03,52553.01,0,,
Loperamide,Loperamide HCl,6,2022,22414871.97,52563202,748081,345771,0.43,29.96,64.83,0,,
Lopid,Gemfibrozil,1,2022,13750.38,8565,65,21,1.61,211.54,654.78,0,,
Lopinavir-Ritonavir,Lopinavir/Ritonavir,3,2022,5093097.18,831995,5665,883,6.33,899.05,5767.95,0,,
Lopressor,Metoprolol Tartrate,1,2022,459116.33,169117,1236,346,2.7,371.45,1326.93,0,,
Loprox,Ciclopirox,1,2022,2233.67,6240,50,30,0.36,44.67,74.46,0,,
Lorazepam Intensol,Lorazepam,1,2022,940091.19,1098778,34692,25442,0.86,27.1,36.95,0,,
Lorazepam*,Lorazepam,16,2022,61996129.93,419914575,8237949,1804336,0.15,7.53,34.36,0,,
Lorbrena,Lorlatinib,1,2022,61934706.24,171671,3323,530,461.81,18638.19,116857.94,0,,
Loreev XR,Lorazepam,1,2022,663297.88,46381,1440,395,14.3,460.62,1679.24,0,,
Lortab,Hydrocodone/Acetaminophen,1,2022,172824.49,412452,474,183,0.42,364.61,944.4,0,,
Loryna,Ethinyl Estradiol/Drospirenone,1,2022,188818.39,194322,3478,947,0.97,54.29,199.39,0,,
Lorzone,Chlorzoxazone,1,2022,196828.82,19493,238,40,10.09,827.01,4920.72,0,,
Losartan Potassium,Losartan Potassium,21,2022,375315945.4,2427359270,31219879,7636850,0.16,12.02,49.15,0,,
Losartan-Hydrochlorothiazide,Losartan/Hydrochlorothiazide,12,2022,97644834.31,372674371,4785455,1282789,0.26,20.4,76.12,0,,
Lotemax,Loteprednol Etabonate,1,2022,12204111.48,170131,34506,18647,77.17,353.68,654.48,0,,
Lotemax Sm,Loteprednol Etabonate,1,2022,22346701.7,467248,88149,51926,47.83,253.51,430.36,0,,
Lotensin,Benazepril HCl,1,2022,11013,5541,68,29,1.99,161.96,379.76,0,,
Lotensin HCT,Benazepril/Hydrochlorothiazide,1,2022,8473.95,3780,28,11,2.25,302.64,770.36,1,,
Loteprednol Etabonate,Loteprednol Etabonate,4,2022,30181943.27,975821,147313,77069,30.87,204.88,391.62,0,,
Lotrel,Amlodipine Besylate/Benazepril,1,2022,3243447.27,294584,4409,927,11.14,735.64,3498.86,0,,
Lotronex,Alosetron HCl,1,2022,1299871.8,20100,269,43,64.52,4832.24,30229.58,0,,
Lovastatin,Lovastatin,7,2022,34016924.51,242928594,2995070,743075,0.14,11.36,45.78,0,,
Lovaza,Omega-3 Acid Ethyl Esters,1,2022,5939891.74,1270717,5756,1617,4.67,1031.95,3673.4,0,,
Lovenox,Enoxaparin Sodium,2,2022,1795726.22,30725,1218,516,51.65,1474.32,3480.09,0,,
Low-Ogestrel,Norgestrel-Ethinyl Estradiol,1,2022,149302.81,253394,4287,1018,0.59,34.83,146.66,0,,
Loxapine,Loxapine Succinate,4,2022,4263579.29,4773058,65630,8078,0.91,64.96,527.8,0,,
Lubiprostone,Lubiprostone,1,2022,115428142.4,21766294,312079,75509,5.3,369.87,1528.67,0,,
Lucemyra,Lofexidine HCl,2,2022,2503308.65,111657,878,686,22.42,2851.15,3649.14,0,,
Lucentis,Ranibizumab,1,2022,5385256.21,146,2225,592,37520.85,2420.34,9096.72,0,,
Luer-Lok Syringe,"Syringe,Insulin,Needless 1 Ml",1,2022,1180.63,2629,79,43,0.45,14.94,27.46,0,,
Luliconazole,Luliconazole,1,2022,111290.44,34437,538,317,3.23,206.86,351.07,0,,
Lumakras,Sotorasib,1,2022,123593805.7,1495404,6801,1617,82.65,18172.89,76434.02,0,,
Lumigan,Bimatoprost,1,2022,701339025,7448927,1606849,366333,94.15,436.47,1914.48,0,,
Lumizyme,Alglucosidase Alfa,1,2022,29852276.8,32634,679,48,914.76,43965.06,621922.43,0,,
Lunesta,Eszopiclone,1,2022,4925760.31,306713,8173,1320,16.06,602.69,3731.64,0,,
Lupkynis,Voclosporin,1,2022,12639888.14,174720,1120,226,72.34,11285.61,55928.71,0,,
Lupron Depot,Leuprolide Acetate,1,2022,107502481.4,23059,22916,7720,4678.91,4691.15,13925.19,0,,
Lupron Depot-Ped,Leuprolide Acetate,1,2022,387927.67,98,98,18,3958.45,3958.45,21551.54,0,,
Lutera,Levonorgestrel/Ethin.Estradiol,1,2022,53839.27,103341,1626,514,0.52,33.11,104.75,0,,
Luzu,Luliconazole,1,2022,26500.2,3240,52,32,8.18,509.62,828.13,0,,
Lybalvi,Olanzapine/Samidorphan Malate,1,2022,39162463.94,792802,26490,5745,49.4,1478.39,6816.79,0,,
Lyllana,Estradiol,1,2022,1539231.85,169003,9904,3840,9.11,155.42,400.84,0,,
Lynparza,Olaparib,1,2022,460720287.2,3620987,34404,6026,127.24,13391.47,76455.41,0,,
Lyrica,Pregabalin,1,2022,78715397.37,8701729,92435,15787,9.06,851.58,4986.09,0,,
Lyrica Cr,Pregabalin,1,2022,450458.67,28844,563,162,15.6,800.1,2780.61,0,,
Lysodren,Mitotane,1,2022,1960772.52,164830,896,156,11.9,2188.36,12569.05,0,,
Lyumjev,Insulin Lispro-Aabc,1,2022,8211586.15,286980,6723,2227,28.61,1221.42,3687.29,0,,
Lyumjev Kwikpen U-100,Insulin Lispro-Aabc,1,2022,21841920.81,592002,23547,8399,36.9,927.59,2600.54,0,,
Lyumjev Kwikpen U-200,Insulin Lispro-Aabc,1,2022,5125226.39,69159,3272,1034,74.11,1566.39,4956.7,0,,
Lyvispah,Baclofen,1,2022,111974.3,10233,150,81,10.84,746.5,1382.4,0,,
M-M-R II Vaccine,"Measles,Mumps,Rubella Vacc/PF",1,2022,850643.81,7976,7920,7034,106.65,107.4,120.93,0,,
M-Natal Plus,"PNV,Calcium 72/Iron/Folic Acid",1,2022,135821.62,711923,15513,4895,0.19,8.76,27.75,0,,
Macrobid,Nitrofurantoin Monohyd/M-Cryst,1,2022,57114.21,9522,393,267,6,145.33,213.91,0,,
Macrodantin,Nitrofurantoin Macrocrystal,1,2022,26060.67,8390,123,48,3.06,211.88,542.93,0,,
Magellan Insulin Safety Syrng,"Syringe,Needle,Insuln,Safe,1ml",1,2022,25037.78,53887,926,266,0.47,27.04,94.13,0,,
Magnesium Sulfate,Magnesium Sulfate,4,2022,134833.79,1146162,6815,872,0.13,19.78,154.63,0,,
Magnesium Sulfate,Magnesium Sulfate In Water,7,2022,27165.92,238771,770,225,0.19,35.28,120.74,0,,
Magnesium Sulfate-D5W,Magnesium Sulfate/D5W,4,2022,3333.26,73826,114,48,0.06,29.24,69.44,0,,
Makena*,Hydroxyprogesterone Caproat/PF,1,2022,961067.97,1242,289,105,773.87,3325.49,9153.03,0,,
Malarone,Atovaquone/Proguanil HCl,1,2022,3316.76,527,19,17,6.29,174.57,195.1,1,,
Malathion,Malathion,1,2022,380274.6,111524,1627,1087,3.41,233.73,349.84,0,,
Mannitol,Mannitol,2,2022,398.07,8150,52,25,0.05,7.66,15.92,0,,
Maraviroc,Maraviroc,1,2022,9057704.82,412973,5878,1229,21.94,1540.95,7369.98,0,,
Marcaine,Bupivacaine HCl/PF,1,2022,160.98,253,17,16,0.77,9.47,10.06,1,,
Marinol,Dronabinol,1,2022,56372.41,2620,28,14,22.89,2013.3,4026.6,1,,
Marlissa,Levonorgestrel/Ethin.Estradiol,1,2022,37425.08,83388,1490,344,0.45,25.12,108.79,0,,
Marplan,Isocarboxazid,2,2022,313389.44,61023,395,82,5.14,793.39,3821.82,0,,
Matulane,Procarbazine HCl,1,2022,1661436.62,13379,511,222,124.18,3251.34,7483.95,0,,
Matzim La,Diltiazem HCl,1,2022,7633381.07,3396260,48388,16039,2.25,157.75,475.93,0,,
Mavenclad,Cladribine,1,2022,126761628.5,13373,1793,1006,9478.92,70698.06,126005.59,0,,
Mavyret,Glecaprevir/Pibrentasvir,1,2022,235116397.7,1426125,16860,8912,164.95,13945.22,26382,0,,
Maxalt,Rizatriptan Benzoate,2,2022,1235228.76,31600,1697,359,39.03,727.89,3440.75,0,,
Maxalt Mlt,Rizatriptan Benzoate,2,2022,1184942.16,30232,1817,447,39.19,652.14,2650.88,0,,
Maxi-Comfort,"Syringe And Needle,Insulin,1ml",1,2022,643.73,3259,42,20,0.2,15.33,32.19,0,,
Maxicomfort II Pen Needle,"Pen Needle, Diabetic",1,2022,2847.75,19668,163,51,0.14,17.47,55.84,0,,
Maxidex,Dexamethasone,2,2022,102363.68,6460,1076,714,15.84,95.13,143.37,0,,
Maxitrol,Neomycin/Polymyxin B/Dexametha,3,2022,31599.85,1092,249,224,31.08,126.91,141.07,1,,
Maxzide,Triamterene/Hydrochlorothiazid,1,2022,61911.87,17390,380,162,3.56,162.93,382.17,0,,
Maxzide-25 Mg,Triamterene/Hydrochlorothiazid,1,2022,35449.25,22577,348,165,1.57,101.87,214.84,0,,
Mayzent,Siponimod,1,2022,71384517.67,286003,7174,951,277.24,9950.45,75062.58,0,,
Me-Naphos-Mb-Hyo 1,Methenam/Sod Phos/Mblue/Hyoscy,1,2022,63720.66,28039,623,374,2.27,102.28,170.38,0,,
Meclizine HCl,Meclizine HCl,9,2022,28467759.25,153523464,2629048,1201894,0.19,10.83,23.69,0,,
Meclofenamate Sodium,Meclofenamate Sodium,1,2022,307584.95,54253,447,142,5.63,688.11,2166.09,0,,
Medrol,Methylprednisolone,1,2022,13626.17,33691,961,745,0.39,14.18,18.29,0,,
Medroxyprogesterone Acetate*,Medroxyprogesterone Acetate,11,2022,9656367.29,17112617,401982,111490,13.97,24.02,86.61,0,,
Mefenamic Acid,Mefenamic Acid,2,2022,101801.76,18507,331,166,5.41,307.56,613.26,0,,
Mefloquine HCl,Mefloquine HCl,2,2022,865837.22,122638,11967,10176,7.06,72.35,85.09,0,,
Megestrol Acetate,Megestrol Acetate,11,2022,32285884.8,94087095,448218,166397,0.43,72.03,194.03,0,,
Mekinist,Trametinib Dimethyl Sulfoxide,1,2022,159068731.2,507050,12245,2281,378.41,12990.5,69736.4,0,,
Mektovi,Binimetinib,1,2022,73003222.57,948106,6133,1152,77,11903.35,63370.85,0,,
Meloxicam,Meloxicam,15,2022,69772740.19,561937383,10810791,3632661,0.13,6.45,19.21,0,,
Meloxicam,"Meloxicam, Submicronized",2,2022,10179681.1,454673,9041,3520,22.41,1125.95,2891.95,0,,
Melphalan,Melphalan,1,2022,10987.86,1144,35,12,9.6,313.94,915.66,0,,
Memantine HCl,Memantine HCl,19,2022,228144154.6,366278868,4689313,832280,0.65,48.65,274.12,0,,
Memantine HCl ER,Memantine HCl,11,2022,116582041.2,29231766,700582,113073,4,166.41,1031.03,0,,
Menactra,"Mening Vac A,C,Y,W-135 Dip/PF",1,2022,822740.31,2542,4875,4408,323.66,168.77,186.65,0,,
Menest,"Estrogens,Esterified",1,2022,1080232.79,407711,6878,1721,2.64,157.06,627.68,0,,
Menostar,Estradiol,1,2022,651120.58,15919,1728,428,40.9,376.81,1521.31,0,,
Menquadfi,"Mening Vac A,C,Y,W135,C-Tet/PF",1,2022,384519.88,1177,2282,2162,326.83,168.5,177.85,0,,
Mentax,Butenafine HCl,1,2022,104857.5,15960,246,146,6.57,426.25,718.2,0,,
Menveo A-C-Y-W-135-Dip,"Mening Vac A,C,Y,W-135 Dip/PF",1,2022,672774.54,4275,4350,3585,157.37,154.66,187.66,0,,
Meperidine HCl,Meperidine HCl,2,2022,1534243.68,625561,1897,506,13.99,808.77,3032.1,0,,
Meperidine HCl,Meperidine HCl/PF,1,2022,67113.13,22502,6125,5132,3.21,10.96,13.08,0,,
Meprobamate,Meprobamate,3,2022,1712126.79,366856,4350,811,4.66,393.59,2111.13,0,,
Mepron,Atovaquone,1,2022,316548.5,46900,177,44,6.75,1788.41,7194.28,0,,
Mercaptopurine,Mercaptopurine,3,2022,6819280.8,3864780,49519,11314,1.77,137.71,602.73,0,,
Meropenem,Meropenem,11,2022,20590520.09,11138674,77982,24161,3.04,264.04,852.22,1,,
Meropenem-0.9% NaCl,Meropenem-0.9% Sodium Chloride,1,2022,1405625.51,59620,5942,2198,23.53,236.56,639.5,0,,
Mesalamine,Mesalamine W/Cleansing Wipes,1,2022,1167918.32,13385,2356,1159,87.26,495.72,1007.69,1,,
Mesalamine Dr,Mesalamine,3,2022,27528169.31,11111469,51808,10501,2.48,531.35,2621.48,0,,
Mesalamine ER,Mesalamine,7,2022,79699316.21,27117961,139605,30873,2.89,570.89,2581.52,0,,
Mesalamine*,Mesalamine,17,2022,271488581.2,85477422,376771,91315,5.36,720.57,2973.1,0,,
Mesna,Mesna,2,2022,3502.35,2182,69,22,1.6,50.76,159.2,0,,
Mesnex*,Mesna,1,2022,659475.05,8080,617,274,81.86,1068.84,2406.84,0,,
Mestinon,Pyridostigmine Bromide,1,2022,7570178.17,422304,2029,338,24.01,3730.99,22396.98,0,,
Metaxalone,Metaxalone,8,2022,11496332.27,5824797,73194,27507,1.99,157.07,417.94,0,,
Metformin ER Gastric,Metformin HCl,9,2022,149485010.2,7147322,80579,20332,21.48,1855.14,7352.2,0,,
Metformin ER Osmotic,Metformin HCl,9,2022,30058633.1,6243548,68670,22070,5.04,437.73,1361.97,0,,
Metformin HCl,Metformin HCl,28,2022,198869130.9,3458897338,24196038,5949869,0.06,8.22,33.42,0,,
Metformin HCl ER,Metformin HCl,19,2022,92752935.6,1412061518,8301755,2247468,0.07,11.17,41.27,0,,
Methadone HCl*,Methadone HCl,14,2022,13738289.36,64064130,639237,72337,0.22,21.49,189.92,0,,
Methadone Intensol,Methadone HCl,1,2022,30447.78,55040,698,209,0.55,43.62,145.68,0,,
Methadose,Methadone HCl,1,2022,5561.32,59542,350,104,0.09,15.89,53.47,0,,
Methamphetamine HCl,Methamphetamine HCl,2,2022,1690233.11,171815,1068,167,9.77,1582.62,10121.16,0,,
Methazolamide,Methazolamide,3,2022,14527043.74,3896602,40862,10131,3.74,355.51,1433.92,0,,
Methenamine Hippurate,Methenamine Hippurate,5,2022,58197799.77,46074611,602424,135186,1.26,96.61,430.5,0,,
Methenamine Mandelate,Methenamine Mandelate,4,2022,785525.98,657169,7947,2245,1.23,98.85,349.9,0,,
Methimazole,Methimazole,8,2022,10966296.5,52561734,801107,188781,0.21,13.69,58.09,0,,
Methocarbamol*,Methocarbamol,18,2022,27090477.44,156639943,2076230,841133,0.17,13.05,32.21,0,,
Methotrexate Sodium,Methotrexate Sodium/PF,3,2022,1441308.98,861132,85144,24499,1.69,16.93,58.83,0,,
Methotrexate*,Methotrexate Sodium,16,2022,88078144.67,104397952,2297252,512426,0.96,38.34,171.88,0,,
Methoxsalen,Methoxsalen,1,2022,699222.68,12902,414,124,54.19,1688.94,5638.89,0,,
Methscopolamine Bromide,Methscopolamine Bromide,2,2022,849712.93,516411,5588,1815,1.64,152.06,468.16,0,,
Methyldopa,Methyldopa,1,2022,2826.95,9214,92,53,0.32,30.73,53.34,0,,
Methylergonovine Maleate,Methylergonovine Maleate,4,2022,607672,23023,193,79,25.48,3148.56,7692.05,0,,
Methylphenidate,Methylphenidate,1,2022,108535.92,8210,239,102,13.21,454.13,1064.08,0,,
Methylphenidate ER,Methylphenidate HCl,17,2022,28059310.55,8484904,200923,30930,3.44,139.65,907.19,0,,
Methylphenidate ER (La),Methylphenidate HCl,1,2022,582885.13,155835,4017,1068,3.78,145.1,545.77,0,,
Methylphenidate HCl,Methylphenidate HCl,18,2022,21091776.98,41561436,585567,99305,0.5,36.02,212.39,0,,
Methylphenidate HCl CD,Methylphenidate HCl,2,2022,957478.86,282399,7084,1746,3.46,135.16,548.38,0,,
Methylphenidate HCl ER (Cd),Methylphenidate HCl,2,2022,1270617.77,403748,9618,2161,3.3,132.11,587.98,0,,
Methylphenidate La,Methylphenidate HCl,2,2022,3781858.76,892402,22237,4267,4.26,170.07,886.3,0,,
Methylprednisolone,Methylprednisolone,10,2022,50851808.92,109580074,5001337,3819698,0.47,10.17,13.31,0,,
Methylprednisolone Acetate,Methylprednisolone Acetate,6,2022,227434.14,19992,11545,8335,11.97,19.7,27.29,0,,
Methylprednisolone Sodium Succ*,Methylprednisolone Sod Succ,5,2022,496278.56,107747,12056,4754,6.03,41.16,104.39,1,,
Methyltestosterone,Methyltestosterone,2,2022,309984.42,5020,71,21,61.62,4365.98,14761.16,0,,
Metoclopramide HCl ODT,Metoclopramide HCl,1,2022,111015.51,15079,278,221,7.36,399.34,502.33,0,,
